12,10,脐橙,2.85,元/斤,跌
12,11,脐橙,2.81,元/斤,跌
12,12,脐橙,2.54,元/斤,跌
09,20,脐橙,2.46,元/斤,涨
09,23,脐橙,2.34,元/斤,跌
09,24,脐橙,2.37,元/斤,涨
05,13,脐橙,2.61,元/斤,跌
05,14,脐橙,2.53,元/斤,涨
04,15,脐橙,2.72,元/斤,平
04,16,脐橙,2.62,元/斤,跌
04,17,脐橙,2.54,元/斤,跌
03,28,脐橙,2.53,元/斤,跌
03,29,脐橙,2.57,元/斤,跌
04,01,脐橙,2.54,元/斤,跌
04,02,脐橙,2.6,元/斤,涨
04,03,脐橙,2.59,元/斤,涨
04,04,脐橙,2.62,元/斤,涨
04,08,脐橙,2.55,元/斤,跌
04,10,脐橙,2.64,元/斤,涨
04,11,脐橙,2.62,元/斤,跌
04,12,脐橙,2.72,元/斤,涨
04,18,脐橙,2.57,元/斤,涨
04,19,脐橙,2.59,元/斤,涨
04,22,脐橙,2.59,元/斤,跌
04,23,脐橙,2.68,元/斤,跌
04,24,脐橙,2.56,元/斤,跌
04,25,脐橙,2.68,元/斤,涨
04,26,脐橙,2.61,元/斤,跌
04,28,脐橙,2.64,元/斤,跌
04,29,脐橙,2.67,元/斤,跌
04,30,脐橙,2.66,元/斤,涨
05,05,脐橙,2.76,元/斤,涨
05,06,脐橙,2.82,元/斤,跌
05,07,脐橙,2.68,元/斤,跌
05,08,脐橙,2.58,元/斤,跌
05,09,脐橙,2.51,元/斤,跌
05,10,脐橙,2.77,元/斤,跌
05,15,脐橙,2.84,元/斤,涨
05,16,脐橙,2.72,元/斤,涨
05,17,脐橙,2.73,元/斤,涨
05,20,脐橙,2.65,元/斤,跌
05,21,脐橙,2.59,元/斤,跌
05,22,脐橙,2.61,元/斤,涨
05,23,脐橙,2.77,元/斤,涨
05,24,脐橙,2.71,元/斤,跌
05,27,脐橙,2.55,元/斤,跌
05,28,脐橙,2.54,元/斤,跌
05,29,脐橙,2.59,元/斤,涨
05,30,脐橙,2.65,元/斤,涨
05,31,脐橙,2.57,元/斤,跌
06,03,脐橙,2.78,元/斤,跌
12,13,脐橙,2.48,元/斤,跌
12,16,脐橙,2.44,元/斤,跌
12,17,脐橙,2.47,元/斤,涨
12,18,脐橙,2.45,元/斤,跌
12,19,脐橙,2.33,元/斤,跌
12,20,脐橙,2.35,元/斤,涨
12,23,脐橙,2.43,元/斤,涨
12,24,脐橙,2.42,元/斤,跌
12,25,脐橙,2.35,元/斤,跌
12,26,脐橙,2.39,元/斤,涨
12,27,脐橙,2.48,元/斤,涨
12,30,脐橙,2.48,元/斤,平
12,31,脐橙,2.53,元/斤,涨
09,25,脐橙,2.41,元/斤,涨
09,26,脐橙,2.42,元/斤,涨
09,27,脐橙,2.41,元/斤,跌
09,29,脐橙,2.45,元/斤,涨
09,30,脐橙,2.44,元/斤,跌
10,01,脐橙,2.5,元/斤,涨
10,02,脐橙,2.52,元/斤,涨
10,03,脐橙,2.55,元/斤,涨
10,04,脐橙,2.59,元/斤,涨
10,06,脐橙,2.47,元/斤,跌
10,07,脐橙,2.4,元/斤,跌
10,08,脐橙,2.41,元/斤,涨
10,09,脐橙,2.41,元/斤,平
10,10,脐橙,2.46,元/斤,涨
10,11,脐橙,2.43,元/斤,跌
10,12,脐橙,2.46,元/斤,涨
10,14,脐橙,2.49,元/斤,涨
10,15,脐橙,2.49,元/斤,平
06,04,脐橙,2.57,元/斤,跌
06,05,脐橙,2.7,元/斤,跌
06,06,脐橙,2.66,元/斤,跌
06,10,脐橙,2.98,元/斤,涨
06,11,脐橙,2.84,元/斤,跌
06,12,脐橙,2.71,元/斤,跌
06,13,脐橙,2.72,元/斤,涨
06,14,脐橙,2.68,元/斤,跌
06,17,脐橙,2.99,元/斤,涨
06,18,脐橙,2.87,元/斤,跌
06,19,脐橙,2.85,元/斤,跌
06,20,脐橙,2.8,元/斤,跌
06,21,脐橙,2.78,元/斤,跌
06,24,脐橙,2.76,元/斤,跌
06,26,脐橙,2.89,元/斤,涨
10,16,脐橙,2.52,元/斤,涨
10,17,脐橙,2.5,元/斤,跌
10,18,脐橙,2.54,元/斤,涨
10,21,脐橙,2.54,元/斤,平
10,22,脐橙,2.58,元/斤,涨
10,23,脐橙,2.57,元/斤,跌
10,24,脐橙,2.59,元/斤,涨
10,25,脐橙,2.65,元/斤,涨
10,28,脐橙,2.55,元/斤,跌
