03,26,香蕉,2,元/斤,涨
06,24,香蕉,2.21,元/斤,涨
04,18,香蕉,3.68,元/斤,涨
04,19,香蕉,2.45,元/斤,跌
04,23,香蕉,2.11,元/斤,跌
04,24,香蕉,2.07,元/斤,跌
04,25,香蕉,2.15,元/斤,涨
04,26,香蕉,2.11,元/斤,涨
04,28,香蕉,2.15,元/斤,跌
04,22,香蕉,2.11,元/斤,跌
03,27,香蕉,2.04,元/斤,跌
03,28,香蕉,2.09,元/斤,跌
04,01,香蕉,2.12,元/斤,涨
04,02,香蕉,2.17,元/斤,涨
04,03,香蕉,2.29,元/斤,涨
04,04,香蕉,2.18,元/斤,跌
04,08,香蕉,2.31,元/斤,涨
03,29,香蕉,2.04,元/斤,跌
04,10,香蕉,2.15,元/斤,涨
04,11,香蕉,2.23,元/斤,涨
04,12,香蕉,2.19,元/斤,跌
04,15,香蕉,2.15,元/斤,跌
04,16,香蕉,2.15,元/斤,平
04,17,香蕉,2.4,元/斤,涨
04,29,香蕉,2.14,元/斤,跌
04,30,香蕉,2.1,元/斤,跌
05,05,香蕉,2.72,元/斤,涨
05,06,香蕉,2.77,元/斤,涨
05,07,香蕉,2.31,元/斤,跌
05,08,香蕉,2.5,元/斤,涨
05,09,香蕉,2.51,元/斤,涨
05,10,香蕉,2.41,元/斤,跌
05,13,香蕉,2.18,元/斤,跌
05,14,香蕉,2.2,元/斤,涨
05,15,香蕉,2.1,元/斤,跌
05,16,香蕉,2.13,元/斤,涨
05,17,香蕉,2.19,元/斤,涨
05,20,香蕉,2.17,元/斤,跌
05,21,香蕉,2.15,元/斤,涨
05,22,香蕉,2.12,元/斤,涨
05,23,香蕉,2.12,元/斤,跌
05,24,香蕉,2.09,元/斤,涨
05,27,香蕉,2.07,元/斤,跌
05,28,香蕉,2.07,元/斤,平
05,29,香蕉,2.04,元/斤,跌
05,30,香蕉,2.12,元/斤,涨
05,31,香蕉,1.91,元/斤,跌
06,03,香蕉,2.32,元/斤,涨
06,04,香蕉,2.02,元/斤,跌
06,05,香蕉,1.98,元/斤,涨
06,06,香蕉,2.01,元/斤,涨
06,10,香蕉,1.9,元/斤,跌
06,11,香蕉,1.9,元/斤,平
06,12,香蕉,1.97,元/斤,涨
06,13,香蕉,2.01,元/斤,涨
06,14,香蕉,2.03,元/斤,跌
06,17,香蕉,1.99,元/斤,涨
06,18,香蕉,2.09,元/斤,涨
06,19,香蕉,2.09,元/斤,平
06,20,香蕉,1.96,元/斤,跌
06,21,香蕉,1.94,元/斤,跌
12,09,香蕉,2.24,元/斤,跌
12,10,香蕉,2.26,元/斤,涨
12,11,香蕉,2,元/斤,跌
12,12,香蕉,2.32,元/斤,涨
12,13,香蕉,2.34,元/斤,涨
12,16,香蕉,2.59,元/斤,涨
12,17,香蕉,2.82,元/斤,涨
06,25,香蕉,2.07,元/斤,跌
06,26,香蕉,1.83,元/斤,跌
06,27,香蕉,1.78,元/斤,跌
06,28,香蕉,1.93,元/斤,涨
07,01,香蕉,2.01,元/斤,涨
07,02,香蕉,2.01,元/斤,平
07,03,香蕉,2.01,元/斤,平
07,04,香蕉,2.01,元/斤,平
07,05,香蕉,2.01,元/斤,平
07,08,香蕉,2.01,元/斤,平
12,18,香蕉,2.92,元/斤,涨
12,19,香蕉,2.8,元/斤,跌
12,20,香蕉,2.92,元/斤,涨
12,23,香蕉,3.47,元/斤,涨
12,24,香蕉,3.27,元/斤,跌
12,25,香蕉,3.01,元/斤,跌
12,26,香蕉,2.66,元/斤,跌
12,27,香蕉,2.76,元/斤,涨
12,30,香蕉,2.96,元/斤,涨
12,31,香蕉,2.89,元/斤,跌
09,20,香蕉,1.77,元/斤,跌
09,23,香蕉,1.82,元/斤,涨
09,24,香蕉,1.85,元/斤,涨
09,25,香蕉,1.72,元/斤,跌
09,26,香蕉,1.97,元/斤,涨
09,19,香蕉,2,元/斤,跌
09,27,香蕉,1.88,元/斤,跌
09,29,香蕉,1.84,元/斤,跌
09,30,香蕉,1.96,元/斤,涨
10,01,香蕉,1.96,元/斤,平
10,02,香蕉,1.89,元/斤,跌
10,03,香蕉,1.71,元/斤,跌
10,04,香蕉,1.66,元/斤,跌
10,06,香蕉,1.79,元/斤,涨
10,07,香蕉,1.8,元/斤,涨
10,08,香蕉,1.77,元/斤,跌
10,09,香蕉,1.6,元/斤,跌
10,10,香蕉,1.58,元/斤,跌
10,11,香蕉,1.78,元/斤,涨
10,12,香蕉,1.88,元/斤,涨
10,14,香蕉,1.62,元/斤,跌
10,15,香蕉,1.75,元/斤,涨
10,16,香蕉,1.63,元/斤,跌
07,09,香蕉,5.04,元/斤,涨
07,10,香蕉,3.60,元/斤,跌
07,11,香蕉,5.72,元/斤,涨
07,12,香蕉,1.7,元/斤,跌
07,15,香蕉,1.77,元/斤,涨
07,16,香蕉,1.77,元/斤,平
07,17,香蕉,1.67,元/斤,跌
07,18,香蕉,1.72,元/斤,涨
07,19,香蕉,1.7,元/斤,跌
07,22,香蕉,1.88,元/斤,涨
07,23,香蕉,1.84,元/斤,跌
07,24,香蕉,1.83,元/斤,跌
07,25,香蕉,1.82,元/斤,跌
07,26,香蕉,1.81,元/斤,跌
07,29,香蕉,1.56,元/斤,跌
07,30,香蕉,1.56,元/斤,平
07,31,香蕉,1.61,元/斤,涨
08,01,香蕉,1.7,元/斤,涨
08,02,香蕉,1.68,元/斤,跌
08,05,香蕉,1.62,元/斤,跌
08,06,香蕉,1.66,元/斤,涨
08,07,香蕉,1.64,元/斤,跌
08,08,香蕉,1.64,元/斤,平
08,09,香蕉,1.64,元/斤,平
08,12,香蕉,1.76,元/斤,涨
10,17,香蕉,1.73,元/斤,涨
10,18,香蕉,1.76,元/斤,涨
10,21,香蕉,2.21,元/斤,涨
10,22,香蕉,2.13,元/斤,跌
10,23,香蕉,2.01,元/斤,跌
10,24,香蕉,1.82,元/斤,跌
10,25,香蕉,1.7,元/斤,跌
10,28,香蕉,1.57,元/斤,跌
10,29,香蕉,1.29,元/斤,跌
10,30,香蕉,1.21,元/斤,跌
10,31,香蕉,1.38,元/斤,涨
11,01,香蕉,1.34,元/斤,跌
11,04,香蕉,2.1,元/斤,涨
11,05,香蕉,2.1,元/斤,平
11,06,香蕉,1.84,元/斤,跌
11,07,香蕉,2.31,元/斤,涨
11,08,香蕉,2.29,元/斤,跌
11,11,香蕉,1.89,元/斤,跌
11,12,香蕉,2.06,元/斤,涨
08,14,香蕉,1.89,元/斤,涨
08,15,香蕉,1.83,元/斤,跌
